校区,开课学院,课程代码,课程名称,任课教师,班级名称,人数,考试时间,教室名称,备注
仙林,外国语学院,B0802041S,基础日语Ⅳ,金学哲/吴新兰,B111304,1,2014年08月31日(10:25-12:15),教2－202,
仙林,外国语学院,B0802041S,基础日语Ⅳ,金学哲/吴新兰,B121303,4,2014年08月31日(10:25-12:15),教2－202,
仙林,物联网学院,B1801020S,数据结构与算法,宁卓,B120701,3,2014年08月31日(10:25-12:15),教2－302,
仙林,物联网学院,B1801020S,数据结构与算法,宁卓,B120702,8,2014年08月31日(10:25-12:15),教2－302,
仙林,物联网学院,B1801020S,数据结构与算法,宁卓,B120703,1,2014年08月31日(10:25-12:15),教2－302,
仙林,物联网学院,B1801020S,数据结构与算法,宁卓,B120704,2,2014年08月31日(10:25-12:15),教2－302,
仙林,地理与生物信息学院,B0206091S,地理信息系统原理,顾燕,B120905,1,2014年08月31日(13:30-15:20),教2－202,
仙林,地理与生物信息学院,B0206230C,网络地理信息系统,苗立志,B110901,3,2014年08月31日(13:30-15:20),教2－202,
仙林,地理与生物信息学院,B0206230C,网络地理信息系统,苗立志,B110902,2,2014年08月31日(13:30-15:20),教2－202,
仙林,地理与生物信息学院,B0206230C,网络地理信息系统,苗立志,B110905,5,2014年08月31日(13:30-15:20),教2－202,
仙林,电子科学与工程学院,B0204201C,微波电路EDA,陈董,B110205,2,2014年08月31日(13:30-15:20),教2－202,
仙林,管理学院,B0108081C,物流管理,林萍,B111104,2,2014年08月31日(13:30-15:20),教2－301,
仙林,管理学院,B0108081C,物流管理,林萍,B111105,1,2014年08月31日(13:30-15:20),教2－301,
仙林,管理学院,B0108081C,物流管理,林萍,B111111,1,2014年08月31日(13:30-15:20),教2－301,
仙林,计算机学院,B0301340S,算法分析与设计,陈春玲,B110407,1,2014年08月31日(13:30-15:20),教2－300,
仙林,计算机学院,B0301340S,算法分析与设计,陈春玲,B120409,1,2014年08月31日(13:30-15:20),教2－300,
仙林,计算机学院,B0301340S,算法分析与设计,陈春玲,B120410,4,2014年08月31日(13:30-15:20),教2－300,
仙林,计算机学院,B0301340S,算法分析与设计,陈春玲,B120411,2,2014年08月31日(13:30-15:20),教2－300,
仙林,计算机学院,B0301343S,算法分析与设计C,付雄,B110401,1,2014年08月31日(13:30-15:20),教2－300,
仙林,计算机学院,B0301343S,算法分析与设计C,付雄,B110402,1,2014年08月31日(13:30-15:20),教2－300,
仙林,计算机学院,B0301343S,算法分析与设计C,付雄,B120401,2,2014年08月31日(13:30-15:20),教2－300,
仙林,计算机学院,B0301340S,算法分析与设计,张怡婷,B100410,1,2014年08月31日(13:30-15:20),教2－300,
仙林,计算机学院,B0301340S,算法分析与设计,张怡婷,B110411,1,2014年08月31日(13:30-15:20),教2－300,
仙林,计算机学院,B0301340S,算法分析与设计,张怡婷,B120407,6,2014年08月31日(13:30-15:20),教2－300,
仙林,计算机学院,B0301340S,算法分析与设计,张怡婷,B120408,1,2014年08月31日(13:30-15:20),教2－300,
仙林,计算机学院,B0301340S,算法分析与设计,张怡婷,B120412,6,2014年08月31日(13:30-15:20),教2－300,
仙林,计算机学院,B0301340S,算法分析与设计,张怡婷,B120413,8,2014年08月31日(13:30-15:20),教2－300,
三牌楼,计算机学院,B0301340S,算法分析与设计,张怡婷,B100110,1,2014年08月31日(13:30-15:20),图6,
锁金,经济学院,Z01026009,国民经济统计学,帅友良,Z121603,6,2014年08月31日(13:30-15:20),锁金－601,
仙林,经济学院,R01047012,国际金融,吴晓初,B121122,5,2014年08月31日(13:30-15:20),教2－301,
仙林,经济学院,R01047012,国际金融,吴晓初,B121123,6,2014年08月31日(13:30-15:20),教2－301,
仙林,经济学院,R01047034,国际贸易实务,吴晓初,B121305,2,2014年08月31日(13:30-15:20),教2－301,
仙林,经济学院,R01047034,国际贸易实务,吴晓初,B121306,7,2014年08月31日(13:30-15:20),教2－301,
仙林,经济学院,R01047034,国际贸易实务,吴晓初,B121307,11,2014年08月31日(13:30-15:20),教2－301,
仙林,经济学院,R01027038,社会调查方法,徐培,B121116,3,2014年08月31日(13:30-15:20),教2－301,
仙林,经济学院,R01027038,社会调查方法,徐培,B121117,10,2014年08月31日(13:30-15:20),教2－301,
仙林,经济学院,R01027038,社会调查方法,徐培,B121206,6,2014年08月31日(13:30-15:20),教2－301,
仙林,经济学院,R01027038,社会调查方法,徐培,B121207,4,2014年08月31日(13:30-15:20),教2－301,
仙林,理学院,B0606011S,计算机网络概论A,宫婧,B110801,3,2014年08月31日(13:30-15:20),教2－202,
仙林,理学院,B0606011S,计算机网络概论A,宫婧,B110802,5,2014年08月31日(13:30-15:20),教2－202,
仙林,理学院,H0601061S,统计学Ⅱ,凌玲,H110007,1,2014年08月31日(13:30-15:20),教2－202,
仙林,理学院,H0601061S,统计学Ⅱ,凌玲,H110008,1,2014年08月31日(13:30-15:20),教2－202,
仙林,理学院,H0601061S,统计学Ⅱ,凌玲,H110009,1,2014年08月31日(13:30-15:20),教2－202,
仙林,理学院,B0602031S,应用随机过程A,唐加山,B110804,1,2014年08月31日(13:30-15:20),教2－202,
仙林,理学院,B0602031S,应用随机过程A,唐加山,B120804,1,2014年08月31日(13:30-15:20),教2－202,
仙林,人文与社会科学学院,R02027007,行政法学,倪承海,B111203,2,2014年08月31日(13:30-15:20),教2－202,
仙林,人文与社会科学学院,R02027007,行政法学,叶郁,B111202,2,2014年08月31日(13:30-15:20),教2－202,
三牌楼,通信与信息工程学院,B0205013S,移动通信系统C,胡海峰,B110104,2,2014年08月31日(13:30-15:20),图6,
三牌楼,通信与信息工程学院,B0205013S,移动通信系统C,胡海峰,B110106,3,2014年08月31日(13:30-15:20),图6,
三牌楼,通信与信息工程学院,B0205013S,移动通信系统C,胡海峰,Q110101(TG),1,2014年08月31日(13:30-15:20),图6,
三牌楼,通信与信息工程学院,B0205013S,移动通信系统C,胡海峰,Q110102(TG),1,2014年08月31日(13:30-15:20),图6,
三牌楼,通信与信息工程学院,B0205013S,移动通信系统C,胡海峰,Q110103(TG),2,2014年08月31日(13:30-15:20),图6,
三牌楼,通信与信息工程学院,B0205013S,移动通信系统C,蒋锐,B110101,1,2014年08月31日(13:30-15:20),图6,
三牌楼,通信与信息工程学院,B0205013S,移动通信系统C,蒋锐,B110102,2,2014年08月31日(13:30-15:20),图6,
三牌楼,通信与信息工程学院,B0205013S,移动通信系统C,蒋锐,B110103,1,2014年08月31日(13:30-15:20),图6,
三牌楼,通信与信息工程学院,B0205061S,无线通信原理(双语),孟庆民,Q110101(TG),1,2014年08月31日(13:30-15:20),图6,
三牌楼,通信与信息工程学院,B0205061S,无线通信原理(双语),孟庆民,Q110102(TG),1,2014年08月31日(13:30-15:20),图6,
三牌楼,通信与信息工程学院,B0205061S,无线通信原理(双语),潘甦,B110104,1,2014年08月31日(13:30-15:20),图6,
